CUT_REG,CUT_PROV,CUT_COM,REGION,PROVINCIA,COMUNA,SUPERFICIE,LAT,LONG,ANYO,Z_SAT,I_MUN,POBR,FD_1,FD_2,FD_3,FD_4,FD_5,CFD_1,CFD_2,CFD_3,CFD_4,CFD_5,CFD_6,CFD_7,CFD_8,CFD_9,CFD_10,CFD_11,CFD_12,POB_M,POB_H,POB_1,POB_2,POB_3,TESV,ESV,EMI,TEMI,EMP,TEMP,EMM,TEMM,EMG,TEMG,S_AG,S_BA,S_CO,S_HR,S_OR,
11,112,11203,Aysén del General Carlos Ibáñez del Campo,Aisén,Guaitecas,631.38,-43.9459,-73.8139,2015,0,"2,735,762,567",0.22, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,820,740,378,1072,110,79,11,86,5,19,156,1,62,0,0,,,,,,
11,113,11301,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,Cochrane,8629.21,-47.3592,-72.7426,2015,0,"4,085,654,588",0.09,"2,612.16","20,583.15",85, -   ,263, -   ,"2,054.81",2.68,"17,641.33", -   , -   ,"3,404.30",203.92,191.13,10.92,34.22, -   ,1856,1696,803,2424,325,0,18,220,236,21,63,1,40,0,0,6,115,21,16,21,
11,113,11302,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,OHiggins,7781.76,-48.4672,-72.8815,2015,0,"1,851,385,873",0.17, -   , -   ,108, -   ,17, -   ,2, -   ,113, -   , -   ,5,2,2, -   ,1, -   ,337,290,144,444,39,0,4,42,16,5,7,0,0,0,0,,,,,,
11,113,11303,Aysén del General Carlos Ibáñez del Campo,Capitán Prat,Tortel,19977.3,-48.0328,-74.1571,2015,0,"1,920,534,857",0.22, -   , -   ,"14,264.00", -   , -   , -   ,341,9,"12,981.00", -   , -   ,758,79,67, -   ,29, -   ,285,263,140,374,34,89,4,70,5,3,0,1,0,2,2,,,,,,
11,114,11401,Aysén del General Carlos Ibáñez del Campo,General Carrera,Chile_Chico,5739.01,-46.7672,-72.587,2015,0,"4,963,080,751",0.07,"2,610.62","26,958.29",105, -   ,49, -   ,"2,606.13",0.87,"22,256.47", -   , -   ,"4,309.59",255.86,239.27,13.92,40.8, -   ,2570,2421,1064,3369,558,193,43,315,44,43,354,3,5,2,514,9,297,21,18,31,
11,114,11402,Aysén del General Carlos Ibáñez del Campo,General Carrera,Rio_Ibanez,6019.41,-46.2996,-72.4867,2015,0,"3,099,938,505",0.07,"1,743.91", -   ,135, -   ,282, -   ,159.59,2.05,"1,680.09", -   , -   ,270.99,21.03,19.99,0.82,6.35, -   ,1380,1269,488,1752,409,34,25,232,69,17,56,0,0,0,0,,,,,,
12,121,12101,Magallanes y de la Antártica Chilena,Magallanes,Punta_Arenas,17771.4,-53.6429,-72.018,2015,0,"33,247,813,846",0.04,"24,251.49","16,890.55",6,8, -   , -   ,"3,624.37",1.2,"30,771.79", -   , -   ,"5,999.16",354.61,330.14,19.37,55.38, -   ,67652,66255,26491,93114,14302,2993,1277,5816,4968,1726,15837,200,8975,105,19793,191,5104,2467,0,9125,
12,121,12102,Magallanes y de la Antártica Chilena,Magallanes,Laguna_Blanca,3567.32,-52.3283,-71.2441,2015,0,"1,626,690,723",0.09, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,167,118,52,210,23,64,3,13,1,5,28,1,0,0,0,,,,,,
12,121,12104,Magallanes y de la Antártica Chilena,Magallanes,San_Gregorio,6706.74,-52.3209,-70.2179,2015,0,"1,821,489,478",0.07,41.61, -   , -   , -   , -   , -   ,3.66,0,31.12, -   , -   ,6.06,0.36,0.33,0.02,0.06, -   ,399,323,137,526,59,50,2,14,14,8,60,1,25,1,79,,,,,,
12,122,12201,Magallanes y de la Antártica Chilena,Antártica Chilena,Cabo_Hornos,15720.3,-55.0317,-69.245,2015,0,"4,008,926,697",0.08,"2,794.15","55,050.79", -   , -   , -   , -   ,"5,094.40",1.69,"43,256.13", -   , -   ,"8,424.87",498.58,464.17,27.23,77.87, -   ,1016,952,567,1339,62,104,8,90,25,21,103,1,0,4,924,,,,,,
12,123,12301,Magallanes y de la Antártica Chilena,Tierra del Fuego,Porvenir,7457.05,-53.3022,-69.382,2015,0,"4,294,971,708",0.01,555.23,"6,971.53",96,1,82, -   ,665.88,0.22,"5,795.47", -   , -   ,"1,102.24",65.87,61.4,3.54,11.13, -   ,3613,3082,1325,4747,623,15,51,471,457,131,720,7,162,9,2431,,,,,,
12,123,12302,Magallanes y de la Antártica Chilena,Tierra del Fuego,Primavera,3946.46,-52.8089,-69.3314,2015,0,"1,839,770,230",0.06,46.64, -   , -   , -   , -   , -   ,4.11,0,34.88, -   , -   ,6.79,0.4,0.37,0.02,0.06, -   ,403,318,133,544,44,48,7,37,21,12,64,1,55,0,0,,,,,,
12,123,12303,Magallanes y de la Antártica Chilena,Tierra del Fuego,Timaukel,11011.8,-54.2079,-69.5365,2015,0,"1,224,955,890",0.11, -   , -   ,85, -   , -   , -   ,2, -   ,78, -   , -   ,5, -   , -   , -   , -   , -   ,185,105,37,236,17,41,2,18,28,3,7,1,26,1,148,,,,,,
12,124,12401,Magallanes y de la Antártica Chilena,Úlltima Esperanza,Natales,48938.2,-50.7131,-73.9977,2015,0,"6,976,276,033",0.05,"2,579.43","8,491.25",49,2,6, -   ,975.99,0.32,"8,330.59", -   , -   ,"1,616.40",95.42,88.84,5.21,14.9, -   ,11273,10868,4428,15022,2691,146,202,1316,1742,295,2617,24,1479,8,1075,49,603,196,106,1501,
12,124,12402,Magallanes y de la Antártica Chilena,Úlltima Esperanza,Torres_Paine,6215.16,-51.058,-72.831,2015,0,"2,420,973,810",0.07, -   , -   ,39, -   ,6, -   , -   , -   ,44, -   , -   ,1, -   , -   , -   , -   , -   ,510,392,70,781,51,72,5,5,6,13,104,1,29,0,0,,,,,,
13,131,13115,Metropolitana de Santiago,Santiago,Lo_Barnechea,1023.61,-33.2992,-70.3686,2015,0,"96,037,668,413",0.02, -   ,"1,821.99",224,2, -   , -   ,165.46,0.05,"1,568.47", -   , -   ,278.37,16.7,15.62,0.86,2.45, -   ,50674,53559,24999,71945,7289,2844,2636,4709,2100,2661,9900,442,8361,212,27248,15,3842,929,0,216,
13,132,13202,Metropolitana de Santiago,Cordillera,Pirque,444.71,-33.7186,-70.5066,2015,0,"6,322,185,267",0.04,"3,549.24","26,348.17","2,763.00",2,666, -   ,"2,702.06",2.88,"25,495.13", -   , -   ,"4,516.43",283.69,263.91,14.08,50.25, -   ,13176,13384,5684,18360,2516,198,271,806,577,241,2192,35,1508,10,1561,14,1426,109,0,76,
13,132,13203,Metropolitana de Santiago,Cordillera,San_Jose_Maipo,4982.37,-33.7044,-70.0967,2015,0,"5,954,674,111",0.06,"1,371.23","12,731.58",226,1,274, -   ,"1,249.03",0.41,"11,004.00", -   , -   ,"2,076.01",127.55,119.17,6.64,20.98, -   ,8411,8580,3445,11632,1914,1080,162,627,344,168,1229,20,611,6,73,49,693,251,153,175,
13,134,13404,Metropolitana de Santiago,Maipo,Paine,677.52,-33.8634,-70.7581,2015,0,"25,767,391,170",0.08,"13,664.56","37,047.76","59,328.00",3,"1,419.00", -   ,"5,823.23",40.49,"93,440.39", -   , -   ,"10,434.03",768.1,730.94,23.88,201.26, -   ,36252,37067,16392,50319,6608,313,587,2497,2373,703,10728,80,3938,44,8027,37,1487,328,0,211,
13,135,13501,Metropolitana de Santiago,Melipilla,Melipilla,1352.65,-33.744,-71.1952,2015,0,"25,472,224,631",0.14,"7,984.34","7,151.51","56,753.00",5,"2,728.00", -   ,"2,640.01",43.44,"65,722.51", -   , -   ,"5,163.47",453.46,436.46,7.13,155.37, -   ,63507,65194,27604,87335,13762,562,988,5112,5948,1233,13827,137,7025,58,13096,204,7873,3525,622,4010,
13,135,13502,Metropolitana de Santiago,Melipilla,Alhue,844.43,-34.0426,-71.0566,2015,0,"5,359,323,834",0.1,"2,282.49","3,042.85","25,044.00",1,341, -   ,"1,030.00",19.16,"27,200.26", -   , -   ,"2,026.61",183.9,180.73,2.51,68.17, -   ,3280,3273,1357,4468,728,323,62,207,294,48,753,5,250,2,619,0,560,41,0,124,
13,135,13503,Metropolitana de Santiago,Melipilla,Curacavi,694.1,-33.3665,-71.08,2015,0,"9,769,606,148",0.07,"3,405.59","3,847.56","9,639.00",1,139, -   ,858.78,6.21,"14,359.87", -   , -   ,"1,549.39",115.52,108.2,3.41,30.76, -   ,16373,16789,7015,22484,3663,829,291,1181,602,244,1895,33,676,11,2096,1294,2781,33,137,3443,
13,135,13504,Metropolitana de Santiago,Melipilla,Maria_Pinto,394.3,-33.4978,-71.2104,2015,0,"4,993,589,513",0.11,230.03,"2,789.72",417, -   ,186, -   ,274.95,1.09,"2,810.15", -   , -   ,463.81,33.03,30.23,1.42,8.06, -   ,6855,6987,2928,9423,1491,44,115,460,503,121,673,25,637,8,656,1,861,676,0,223,
13,135,13505,Metropolitana de Santiago,Melipilla,San_Pedro,793.11,-33.932,-71.453,2015,0,"6,165,191,428",0.12,"2,899.74", -   ,"50,014.00",2,693, -   ,"1,377.38",37.08,"48,584.41", -   , -   ,"2,919.33",295.99,276.27,1.37,116.9, -   ,5448,5416,2286,7158,1420,495,87,536,234,92,804,7,330,1,265,,,,,,
13,136,13603,Metropolitana de Santiago,Talagante,Isla_Maipo,189.62,-33.7483,-70.9464,2015,0,"5,042,220,097",0.1,"9,065.43","24,689.36","1,987.00",1,309, -   ,"3,013.78",2.99,"27,359.65", -   , -   ,"5,014.24",305.94,286.86,15.89,52.44, -   ,18093,18539,8205,24927,3500,1028,261,1081,1364,276,4119,28,911,13,1784,14,2215,302,0,264,
14,141,14101,Los Ríos,Valdivia,Valdivia,1018.32,-39.8177,-73.1741,2015,0,"61,234,336,598",0.1,"211,812.20","343,538.34","3,190.00",10,55, -   ,"48,980.64",18.26,"418,266.10",1, -   ,"81,046.45","4,803.67","4,472.39",261.46,755.57, -   ,82498,85871,31860,118844,17665,1363,1378,6603,8114,1611,18772,170,10336,59,13548,662,6647,6292,980,2201,
14,141,14102,Los Ríos,Valdivia,Corral,729.42,-39.9874,-73.3703,2015,0,"3,749,149,728",0.24,"6,698.99","17,844.41","1,535.00",1,1, -   ,"2,192.53",1.72,"19,770.42", -   , -   ,"3,644.64",219.54,203.95,11.55,36.04, -   ,2691,2740,1045,3594,792,0,35,183,204,23,182,2,219,1,21,19,448,134,59,64,
14,141,14103,Los Ríos,Valdivia,Lanco,533.04,-39.512,-72.6214,2015,0,"7,665,746,179",0.23,"35,939.11","62,343.85","7,080.00",2,708, -   ,"8,781.77",8.88,"80,767.46", -   , -   ,"14,618.50",882.12,818.67,46.27,149.3, -   ,8372,8643,3747,11142,2126,171,109,773,363,135,1652,11,1308,3,250,20,1296,338,139,775,
14,141,14104,Los Ríos,Valdivia,Los_Lagos,1788.82,-39.8781,-72.5546,2015,0,"10,429,520,701",0.19,"28,672.76","71,113.71","12,121.00",2,"1,106.00", -   ,"9,080.18",18.92,"86,713.77", -   , -   ,"15,185.48",933.08,868.73,46.98,168.32, -   ,10096,10296,4417,13541,2434,620,140,702,408,114,846,10,498,2,758,1,1397,448,39,256,
14,141,14105,Los Ríos,Valdivia,Mafil,579.15,-39.6919,-72.8641,2015,0,"4,404,855,120",0.25,"13,462.27","23,616.54","9,597.00",1,"1,265.00", -   ,"3,494.52",8.09,"37,668.33", -   , -   ,"5,950.37",379.59,350.54,17.46,72.91, -   ,3620,3727,1599,4779,969,37,55,277,342,49,290,6,421,0,0,,,,,,
14,141,14106,Los Ríos,Valdivia,Mariquina,1319.22,-39.5128,-73.0197,2015,0,"10,260,242,021",0.19,"39,832.00","68,814.27","2,288.00",2,"1,017.00", -   ,"9,629.46",6.18,"84,272.08", -   , -   ,"15,990.87",956.44,890.83,51.15,156.25, -   ,10967,11080,5207,14351,2489,602,146,775,407,143,1267,19,1036,2,392,3,1180,466,221,524,
14,141,14107,Los Ríos,Valdivia,Paillaco,901.57,-40.0741,-72.8432,2015,0,"9,961,497,323",0.24,"27,472.40","46,926.78","1,042.00",2,"1,950.00", -   ,"6,581.33",4.18,"58,432.30", -   , -   ,"10,966.93",655.26,611.01,35.03,107.15, -   ,10072,10362,4297,13497,2640,48,161,858,264,153,1765,11,589,8,487,7,1027,962,264,1845,
14,141,14108,Los Ríos,Valdivia,Panguipulli,3297.47,-39.7146,-72.0291,2015,0,"13,617,658,040",0.27,"58,616.93","126,096.62","11,170.00",3,927, -   ,"16,537.69",13.41,"149,163.78", -   , -   ,"27,535.75","1,660.08","1,541.23",86.96,274.65, -   ,17515,17870,7697,23448,4240,1219,217,1417,707,263,1295,28,443,10,697,179,3137,2446,1096,12184,
14,142,14201,Los Ríos,Ranco,La_Union,2131.24,-40.2016,-73.2204,2015,0,"18,916,728,428",0.21,"43,243.84","89,155.18","20,793.00",2,"8,627.00", -   ,"12,174.36",20.88,"126,124.27", -   , -   ,"20,715.35","1,291.17","1,196.43",62.33,236.23, -   ,19281,19889,8122,25930,5118,1295,381,1647,930,391,4160,34,2661,8,2014,61,2700,1060,388,1508,
14,142,14202,Los Ríos,Ranco,Futrono,2090.51,-40.1184,-72.116,2015,0,"8,950,851,394",0.26,"18,897.93","56,900.20","2,286.00",1,"1,453.00", -   ,"6,733.53",4.22,"60,132.43", -   , -   ,"11,218.68",674.32,627.24,35.69,112.03, -   ,7534,7702,3526,10015,1695,50,103,548,769,94,646,9,1096,2,232,1,1283,82,0,308,
14,142,14203,Los Ríos,Ranco,Lago_Ranco,1763.14,-40.3726,-72.1656,2015,0,"7,085,832,869",0.25,"5,259.10","8,270.56","1,669.00",1,74, -   ,"1,231.56",1.4,"11,705.41", -   , -   ,"2,064.54",126.61,116.57,6.37,21.21, -   ,5113,5130,2179,6656,1408,478,67,336,121,36,204,1,25,2,179,27,774,157,0,140,
14,142,14204,Los Ríos,Ranco,Rio_Bueno,2172.28,-40.4958,-72.5348,2015,0,"15,228,386,601",0.17,"56,056.77","94,595.59","2,599.00",3,997, -   ,"13,319.93",7.41,"116,006.01", -   , -   ,"22,092.88","1,314.50","1,228.90",70.93,210.8, -   ,16139,16583,6531,21693,4498,98,275,1455,1574,311,1993,34,945,7,2081,22,2731,1445,568,1284,
15,151,15101,Arica y Parinacota,Arica,Arica,4799.66,-18.5324,-69.9723,2015,0,"81,340,489,914",0.09,"1,848.06",220.74, -   ,4, -   , -   ,116.71,0.09,"1,683.04", -   , -   ,241.96,13.94,12.97,1.06,3.05, -   ,112383,114214,51049,152877,22671,1134,2081,10396,6623,1889,25013,162,10568,43,9347,103,4922,5751,571,3074,
15,151,15102,Arica y Parinacota,Arica,Camarones,3922.22,-18.9373,-69.7151,2015,0,"3,153,247,916",0.15,7.89, -   , -   , -   , -   , -   ,0.45,0,6.42, -   , -   ,0.91,0.05,0.05,0,0.01, -   ,617,586,206,791,206,79,8,87,26,2,8,0,0,0,0,,,,,,
15,152,15201,Arica y Parinacota,Parinacota,Putre,5885.18,-18.428,-69.3115,2015,0,"4,378,601,235",0.31,75.13,198.7, -   , -   , -   , -   ,15.45,0.01,222.77, -   , -   ,31.5,1.84,1.72,0.14,0.4, -   ,1376,1010,317,1795,274,165,12,95,28,12,102,0,0,0,0,,,,,,
15,152,15202,Arica y Parinacota,Parinacota,General_Lagos,2257.22,-17.8303,-69.5716,2015,0,"2,139,283,188",0.28, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,424,376,140,543,117,74,1,9,1,0,0,1,4,0,0,,,,,,
16,161,16101,Ñuble,Diguillín,Chillan,477.58,-36.6177,-72.1299,2015,0,"60,207,978,412",,"108,481.38","206,891.20","27,722.00",8,"15,555.00", -   ,"28,427.82",51.24,"276,057.89", -   , -   ,"47,750.68","2,941.26","2,747.70",148.48,532.53, -   ,91895,97864,38026,130180,21553,4696,1827,7588,5933,1903,17865,237,19151,65,15064,327,10412,4366,1132,3057,
16,161,16102,Ñuble,Diguillín,Bulnes,426.4,-36.7903,-72.2899,2015,0,"9,566,319,856",,"10,869.79","34,500.93",618,1,"12,397.00", -   ,"4,116.79",15.33,"46,092.98", -   , -   ,"7,140.05",468.06,440.08,21.36,92.07, -   ,10799,11352,4498,14755,2898,834,233,846,534,183,1371,23,1146,14,1651,83,1341,471,326,108,
16,161,16104,Ñuble,Diguillín,El_Carmen,666.04,-36.9249,-71.8472,2015,0,"9,143,767,380",,"6,563.12","31,094.29","3,476.00", -   ,"42,801.00", -   ,"4,036.48",82.1,"70,272.01", -   , -   ,"7,923.64",721.58,673.18,17.73,207.69, -   ,6109,6310,2447,8140,1832,667,106,570,242,101,431,6,613,1,44,73,1192,233,283,85,
16,161,16105,Ñuble,Diguillín,Pemuco,563.26,-36.9828,-72.0678,2015,0,"6,868,131,635",,"6,191.99","21,411.59","5,703.00",1,"32,893.00", -   ,"2,933.04",48.81,"56,132.81", -   , -   ,"5,878.34",538.92,503.5,13,152.16, -   ,4265,4385,1768,5747,1135,504,61,278,77,42,170,2,13,1,393,,,,,,
16,161,16106,Ñuble,Diguillín,Pinto,1102.7,-36.9213,-71.4995,2015,0,"7,285,387,610",,"6,761.06","30,312.62","894,670.00",1,"16,349.00", -   ,"24,752.07",604.09,"857,178.49", -   , -   ,"53,378.62","5,385.54","4,838.50",17.45,"1,938.91", -   ,5592,5793,2148,7639,1598,637,98,610,193,100,519,5,240,1,454,,,,,,
16,161,16107,Ñuble,Diguillín,Quillon,406.52,-36.8187,-72.5019,2015,0,"10,782,174,635",,"10,215.72","18,348.45","9,401.00",2,189, -   ,"2,701.64",7.84,"30,228.13", -   , -   ,"4,577.25",293.2,273.21,13.45,61.45, -   ,8801,9098,3325,11667,2907,682,155,780,238,108,564,7,227,4,1,,,,,,
16,161,16108,Ñuble,Diguillín,San_Ignacio,363.25,-36.8225,-72.0296,2015,0,"8,952,817,887",,"11,471.11","46,428.88","2,624.00",1,"21,025.00", -   ,"5,461.24",45.7,"64,925.29", -   , -   ,"9,702.89",645.05,598.62,27.26,143.94, -   ,8074,8422,3223,10966,2307,163,107,635,881,100,1029,7,306,1,165,,,,,,
16,161,16109,Ñuble,Diguillín,Yungay,824.72,-37.1044,-71.9308,2015,0,"7,726,128,434",,"11,210.26","38,106.09","11,619.00",2,"44,043.00", -   ,"5,318.28",95.44,"87,359.50", -   , -   ,"10,140.72",924.07,858.74,23.22,260.39, -   ,8931,9178,3635,11955,2519,731,140,656,303,122,1172,15,676,2,553,12,798,271,257,807,
16,162,16201,Ñuble,Itata,Quirihue,589.85,-36.2356,-72.5437,2015,0,"7,363,965,727",,"10,914.25","31,323.47","11,148.00",1,"5,361.00", -   ,"4,286.87",67.24,"45,840.14", -   , -   ,"7,396.75",521.05,474.94,19.89,140.86, -   ,5867,6138,2333,7867,1805,693,101,398,526,76,831,5,111,3,253,13,920,226,262,459,
16,162,16202,Ñuble,Itata,Cobquecura,569.21,-36.1811,-72.7208,2015,0,"5,394,594,800",,"2,757.30","13,622.38",31, -   ,"4,530.00", -   ,"1,823.56",58.48,"15,310.64", -   , -   ,"3,196.63",245.18,220.44,7.71,78.05, -   ,2623,2690,855,3454,1004,415,25,143,70,15,76,0,0,0,0,,,,,,
16,162,16203,Ñuble,Itata,Coelemu,342.32,-36.5052,-72.75,2015,0,"8,542,145,418",,"12,125.88","35,406.61",203,1,861, -   ,"4,261.18",12.39,"36,312.54", -   , -   ,"7,083.91",430.69,399.42,22.38,74.98, -   ,8158,8469,3373,10976,2278,644,105,755,478,116,935,16,655,6,726,0,2249,204,105,73,
16,162,16204,Ñuble,Itata,Ninhue,403.19,-36.3567,-72.4098,2015,0,"5,454,761,822",,"3,993.54","9,651.69",52, -   ,"1,649.00", -   ,"1,236.73",5.4,"11,728.83", -   , -   ,"2,092.37",130.61,121.5,6.42,24.37, -   ,2679,2783,962,3539,961,394,39,166,41,12,85,1,20,0,0,,,,,,
16,162,16205,Ñuble,Itata,Portezuelo,289.24,-36.5456,-72.4668,2015,0,"3,695,175,155",,"3,866.42","12,715.26",119, -   ,449, -   ,"1,463.35",0.49,"12,937.69", -   , -   ,"2,437.05",144.92,135.06,7.81,23.32, -   ,2460,2542,931,3252,819,223,27,185,80,18,435,1,14,0,0,,,,,,
16,162,16206,Ñuble,Itata,Ranquil,247.42,-36.6406,-72.588,2015,0,"5,157,759,980",,"4,608.12","16,920.38","5,022.00", -   ,225, -   ,"2,012.01",6.63,"20,895.90", -   , -   ,"3,391.53",213.56,203.75,10.14,41.98, -   ,3006,3129,1120,3915,1100,352,51,284,55,9,181,1,23,2,428,,,,,,
16,162,16207,Ñuble,Itata,Treguaco,313,-36.4278,-72.66,2015,0,"4,723,210,076",,"3,373.84","7,592.72",431,1,"2,528.00", -   ,"1,187.82",33.32,"10,288.73", -   , -   ,"2,071.23",154.52,138,5.16,47.76, -   ,2741,2809,1042,3655,853,295,30,136,18,17,181,3,79,2,616,,,,,,
16,163,16301,Ñuble,Punilla,San_Carlos,877.81,-36.3858,-72.0184,2015,0,"26,980,583,138",,"31,172.20","80,074.90",991,2,"19,900.00", -   ,"9,886.52",14.26,"103,067.97", -   , -   ,"16,894.67","1,050.86",985.7,52.37,187.75, -   ,26594,28073,10956,36434,7277,1438,612,2933,1875,435,3535,44,2009,8,1853,1714,3550,3388,137,1066,
16,163,16302,Ñuble,Punilla,Coihueco,1771.65,-36.702,-71.5813,2015,0,"11,020,398,085",,"16,035.66","20,379.90","59,221.00",1,"31,603.00", -   ,"4,704.11",88.07,"111,267.36", -   , -   ,"9,313.77",827.87,751.22,17.14,271.02, -   ,13449,13794,5872,18425,2946,1009,223,1020,383,246,1745,17,2009,5,3539,,,,,,
16,163,16303,Ñuble,Punilla,Niquen,492.34,-36.302,-71.898,2015,0,"8,004,259,561",,"6,094.25","24,574.36",152,1,"6,814.00", -   ,"2,958.98",38.9,"28,732.82", -   , -   ,"5,139.75",347.34,320.1,14.44,83.28, -   ,5707,5814,2133,7452,1936,619,118,696,126,46,323,3,74,0,0,,,,,,
16,163,16304,Ñuble,Punilla,San_Fabian,1541.59,-36.58,-71.2875,2015,0,"4,590,945,294",,"2,450.83","10,561.93","12,418.00",1,"1,533.00", -   ,"1,457.03",9.38,"22,454.87", -   , -   ,"2,632.25",189.16,170.42,6.13,45.52, -   ,2183,2234,869,2849,699,298,24,200,43,31,154,3,412,2,4,,,,,,
16,163,16305,Ñuble,Punilla,San_Nicolas,565.94,-36.4794,-72.2282,2015,0,"9,272,731,042",,"7,741.74","22,867.77","1,495.00",1,"14,580.00", -   ,"3,085.77",51.9,"36,996.62", -   , -   ,"5,519.14",461.83,431.62,14.41,124.2, -   ,5738,5899,2205,7833,1599,598,86,433,176,57,910,5,213,1,47,,,,,,
13,133,13303,Metropolitana de Santiago,Chacabuco,Tiltil,654.65,-33.0627,-70.876,2015,0,"4,395,097,560",0.08,"4,070.79",862.73,"1,292.00",1,630, -   ,468.49,2.14,"5,449.26", -   , -   ,804.55,59.52,56.59,2.32,13.64, -   ,9780,9856,4357,13366,1913,719,106,537,178,161,1075,19,602,7,213,11,755,451,61,92,
13,133,13301,Metropolitana de Santiago,Chacabuco,Colina,970.86,-33.1344,-70.6158,2015,0,"27,636,514,845",0.13,"48,401.94","4,795.94",286,4,48, -   ,"4,690.13",1.56,"40,090.09", -   , -   ,"7,764.05",461.52,429.88,25.05,73.61, -   ,70424,71332,37610,96257,7889,3178,1101,3175,2048,1155,9627,196,8217,136,22084,456,3345,5567,0,5170,
13,133,13302,Metropolitana de Santiago,Chacabuco,Lampa,449.52,-33.2782,-70.8751,2015,0,"22,397,615,772",0.1,"11,060.96","35,162.76","43,356.00",4,1, -   ,"5,030.92",30.35,"74,266.85", -   , -   ,"8,869.29",621.41,587.92,21.76,156.22, -   ,48566,49386,25827,66666,5459,1748,665,2765,1874,913,8078,234,8020,188,34144,2,2850,3327,0,18186,
13,131,13125,Metropolitana de Santiago,Santiago,Quilicura,57.32,-33.3556,-70.7352,2015,0,"67,707,929,993",0.08, -   ,"1,324.26",150,5, -   , -   ,117.63,0.04,"1,135.28", -   , -   ,199.87,11.41,11.63,0.62,2.78, -   ,102267,106127,48449,149467,10478,2918,1168,5131,3053,1605,14631,433,15122,450,199904,34,6533,3256,0,4770,
13,131,13124,Metropolitana de Santiago,Santiago,Pudahuel,198.57,-33.4243,-70.8548,2015,0,"52,936,133,650",0.08, -   ,23.3,253,6,3, -   ,7.05,0,253.42, -   , -   ,21.39,1.2,1.19,0.01,1.03, -   ,115798,119875,51107,166209,18357,1403,1076,5711,2636,1406,11510,305,14497,277,77088,7,8945,2188,0,67780,
13,131,13103,Metropolitana de Santiago,Santiago,Cerro_Navia,11.05,-33.4222,-70.744,2015,0,"30,953,091,353",0.12, -   ,"14,802.96", -   ,3, -   , -   ,"1,303.70",0.43,"11,069.57", -   , -   ,"2,158.99",127.59,118.79,6.97,19.93, -   ,69069,71286,28821,95818,15716,2365,415,3123,1301,536,3973,37,1739,8,623,29,3930,748,0,9341,
13,131,13128,Metropolitana de Santiago,Santiago,Renca,23.68,-33.4018,-70.7276,2015,0,"29,876,851,323",0.09, -   ,"2,378.00",312,2, -   , -   ,212.43,0.07,"2,076.26", -   , -   ,356.35,21.5,20.08,1.12,4.2, -   ,75080,77313,33817,104484,14092,381,615,3459,3561,827,7577,164,8205,150,81379,5,10058,2406,0,5060,
13,131,13126,Metropolitana de Santiago,Santiago,Quinta_Normal,11.8,-33.4276,-70.7011,2015,0,"21,321,496,184",0.06, -   ,521.95, -   ,3, -   , -   ,45.97,0.02,390.31, -   , -   ,79.02,4.5,4.19,0.25,0.7, -   ,56101,58344,20539,79800,14106,3251,936,4272,2344,1586,13328,261,10856,93,25520,94,15845,1451,1076,2344,
13,131,13107,Metropolitana de Santiago,Santiago,Huechuraba,44.98,-33.3601,-70.6378,2015,0,"51,654,879,127",0.06, -   ,277.56,97,2, -   , -   ,26.44,0.01,297.56, -   , -   ,47.43,2.39,2.23,0.13,0.37, -   ,49120,50919,23599,67776,8664,773,1210,3017,1813,1252,11970,368,22055,415,248749,22,2214,1756,0,9752,
13,131,13104,Metropolitana de Santiago,Santiago,Conchali,10.94,-33.3835,-70.6766,2015,0,"33,088,204,203",0.1, -   ,"1,320.09",54,2, -   , -   ,116.26,0.04,"1,040.15", -   , -   ,195.27,11.38,10.59,0.62,1.78, -   ,65350,68029,25400,90732,17247,331,704,3564,1771,930,7985,140,4990,112,24668,153,8766,1802,0,1504,
13,131,13108,Metropolitana de Santiago,Santiago,Independencia,7.35,-33.4143,-70.665,2015,0,"26,716,370,383",0.1, -   ,"1,177.84", -   ,1, -   , -   ,103.73,0.03,880.78, -   , -   ,172.55,10.15,9.45,0.55,1.59, -   ,46491,48915,16184,68903,10319,7053,688,2803,2900,1182,10801,226,9306,67,19761,2264,6196,5355,3320,1785,
13,131,13127,Metropolitana de Santiago,Santiago,Recoleta,15.61,-33.4054,-70.6394,2015,0,"57,376,388,624",0.14, -   ,847.68, -   ,4, -   , -   ,74.65,0.02,633.89, -   , -   ,127.46,7.31,6.8,0.4,1.14, -   ,77881,80871,29427,110506,18819,887,1629,6791,3834,2999,23089,574,15831,204,39877,5,4188,2483,0,320,
13,131,13132,Metropolitana de Santiago,Santiago,Vitacura,28.59,-33.3792,-70.5729,2015,0,"76,358,216,489",0, -   ,32.1,88,1, -   , -   ,4.83,0,105, -   , -   ,10.67,0.28,0.26,0.02,0.04, -   ,41747,45163,16074,56768,14068,3681,4379,6614,3762,3828,18785,721,26932,495,129411,,,,,,
